"","date","Spending_on_all_cards"
"1",2020-03-07,100
"2",2020-03-08,98.7921313292953
"3",2020-03-09,97.8423287789518
"4",2020-03-10,97.1502112718844
"5",2020-03-11,96.8990354128299
"6",2020-03-12,98.8004776045874
"7",2020-03-13,97.9199179957358
"8",2020-03-14,96.0892215193242
"9",2020-03-15,94.917233815422
"10",2020-03-16,95.0027363115815
"11",2020-03-17,87.8795432693129
"12",2020-03-18,85.4129238410493
"13",2020-03-19,79.7024900042487
"14",2020-03-20,75.5635331665934
"15",2020-03-21,73.3290718113906
"16",2020-03-22,70.6887166106072
"17",2020-03-23,67.7061678314447
"18",2020-03-24,72.5443810495917
"19",2020-03-25,72.1844764213864
"20",2020-03-26,71.719723465646
"21",2020-03-27,71.955805878346
"22",2020-03-28,70.6070908763724
"23",2020-03-29,69.8574817492132
"24",2020-03-30,68.3950724946513
"25",2020-03-31,66.736344876356
"26",2020-04-01,65.4414679575978
"27",2020-04-02,64.2799467550537
"28",2020-04-03,61.8115094296128
"29",2020-04-04,60.9476692427287
"30",2020-04-05,61.1710752930089
"31",2020-04-06,61.2358925961864
"32",2020-04-07,62.0842699546403
"33",2020-04-08,62.9410378410451
"34",2020-04-09,64.5935672188998
"35",2020-04-10,63.7518946493069
"36",2020-04-11,64.2092364042309
"37",2020-04-12,62.9572977450369
"38",2020-04-13,60.2438245459102
"39",2020-04-14,59.8186261989471
"40",2020-04-15,59.6612608360552
"41",2020-04-16,58.8187056365525
"42",2020-04-17,60.2516937135847
"43",2020-04-18,60.2574152193966
"44",2020-04-19,61.6221167237554
"45",2020-04-20,64.8463843759637
"46",2020-04-21,65.4501435773688
"47",2020-04-22,65.7051061689391
"48",2020-04-23,66.177404996732
"49",2020-04-24,67.4512087862275
"50",2020-04-25,68.1120017657337
"51",2020-04-26,68.804950906581
"52",2020-04-27,69.6233736912767
"53",2020-04-28,70.6179154863253
"54",2020-04-29,71.4226102846298
"55",2020-04-30,73.7564023652886
"56",2020-05-01,74.3809158934125
"57",2020-05-02,74.7913739769616
"58",2020-05-03,74.9029827195345
"59",2020-05-04,72.0439065213293
"60",2020-05-05,72.8084810475217
"61",2020-05-06,73.4932994226504
"62",2020-05-07,71.9813677654039
"63",2020-05-08,71.5371284225809
"64",2020-05-09,71.2804574859992
"65",2020-05-10,71.5607349234376
"66",2020-05-11,74.603674716122
"67",2020-05-12,73.750277612677
"68",2020-05-13,72.8128959006651
"69",2020-05-14,72.4053575261626
"70",2020-05-15,72.3005700563977
"71",2020-05-16,72.5063822611845
"72",2020-05-17,72.5159827189423
"73",2020-05-18,73.5546274943423
"74",2020-05-19,74.3233575848534
"75",2020-05-20,75.496311561815
"76",2020-05-21,76.6438735895924
"77",2020-05-22,78.2676998083184
"78",2020-05-23,79.995033505858
"79",2020-05-24,80.4556197319265
"80",2020-05-25,80.8930509991926
"81",2020-05-26,81.5133932518138
"82",2020-05-27,82.0856414055533
"83",2020-05-28,83.7197145130511
"84",2020-05-29,85.7997511531299
"85",2020-05-30,86.2904997831352
"86",2020-05-31,86.7905646138437
"87",2020-06-01,84.001875845688
"88",2020-06-02,85.115232718788
"89",2020-06-03,86.1756477313444
"90",2020-06-04,86.220760641537
"91",2020-06-05,85.3409259401768
"92",2020-06-06,85.2497946024255
"93",2020-06-07,85.2919932454586
"94",2020-06-08,88.783942357381
"95",2020-06-09,88.3145627999625
"96",2020-06-10,87.8912844806382
"97",2020-06-11,87.7291434253722
"98",2020-06-12,87.6972519409596
"99",2020-06-13,88.3315526337539
"100",2020-06-14,88.7103325477587
"101",2020-06-15,88.8201790001931
"102",2020-06-16,89.1400886874262
"103",2020-06-17,89.6324421540917
"104",2020-06-18,89.8825157461336
"105",2020-06-19,90.5175745770353
"106",2020-06-20,91.2025812091634
"107",2020-06-21,91.2644644243736
"108",2020-06-22,91.1668214565936
"109",2020-06-23,91.7077558137112
"110",2020-06-24,91.451861227132
"111",2020-06-25,91.8295765573462
"112",2020-06-26,92.877945037755
"113",2020-06-27,93.4148593963675
"114",2020-06-28,94.2890092159154
"115",2020-06-29,95.9206537338323
"116",2020-06-30,97.2225373055382
"117",2020-07-01,99.3372588314289
"118",2020-07-02,100.040409466161
"119",2020-07-03,100.254118806518
"120",2020-07-04,100.438847117488
"121",2020-07-05,100.529777713284
"122",2020-07-06,99.9463443774862
"123",2020-07-07,99.1623330983748
"124",2020-07-08,97.8989552047757
"125",2020-07-09,97.6129910543071
"126",2020-07-10,96.8504443189663
"127",2020-07-11,96.5979080381231
"128",2020-07-12,96.5324545833132
"129",2020-07-13,96.4853816501051
"130",2020-07-14,95.7905361760527
"131",2020-07-15,95.8680977628813
"132",2020-07-16,95.6302798752894
"133",2020-07-17,95.8970349281954
"134",2020-07-18,96.0106146724634
"135",2020-07-19,95.8687493114002
"136",2020-07-20,95.6671890067983
"137",2020-07-21,95.5031726541948
"138",2020-07-22,95.2213014018026
"139",2020-07-23,95.7483237462781
"140",2020-07-24,96.5593546941186
"141",2020-07-25,97.169876244663
"142",2020-07-26,97.8452706857031
"143",2020-07-27,98.8489603192155
"144",2020-07-28,99.8446430045902
"145",2020-07-29,100.879597810584
"146",2020-07-30,102.10112056258
"147",2020-07-31,103.498908637929
"148",2020-08-01,104.084531602761
"149",2020-08-02,104.053404478765
"150",2020-08-03,100.286057113546
"151",2020-08-04,100.770582269213
"152",2020-08-05,100.560041611042
"153",2020-08-06,99.6250934884649
"154",2020-08-07,97.7316512545521
"155",2020-08-08,96.1755158268014
"156",2020-08-09,95.7318966170763
"157",2020-08-10,98.9331354751772
"158",2020-08-11,97.4998198729843
"159",2020-08-12,96.7553471830847
"160",2020-08-13,96.2593650900673
"161",2020-08-14,96.4448081456785
"162",2020-08-15,96.8396215143478
"163",2020-08-16,97.1377451233754
"164",2020-08-17,97.1100168635158
"165",2020-08-18,97.0612711553848
"166",2020-08-19,96.5617022984436
"167",2020-08-20,95.963574724932
"168",2020-08-21,95.5525613104066
"169",2020-08-22,95.9223167613829
"170",2020-08-23,95.9734340025894
"171",2020-08-24,96.0094150959902
"172",2020-08-25,96.5450035300324
"173",2020-08-26,97.6391733507755
"174",2020-08-27,99.0698386265748
"175",2020-08-28,100.720634884585
"176",2020-08-29,101.821548766132
"177",2020-08-30,102.510012066718
"178",2020-08-31,103.763446733482
"179",2020-09-01,105.281472464529
"180",2020-09-02,105.11662147187
"181",2020-09-03,104.789728125502
"182",2020-09-04,103.591254585105
"183",2020-09-05,102.882745716018
"184",2020-09-06,102.488681117482
"185",2020-09-07,101.307204290016
"186",2020-09-08,98.9942682574459
"187",2020-09-09,98.3807292248472
"188",2020-09-10,97.8929853676186
"189",2020-09-11,97.9172111737546
"190",2020-09-12,97.9149438061982
"191",2020-09-13,97.9076703630768
"192",2020-09-14,97.665847362026
"193",2020-09-15,97.9781690445163
"194",2020-09-16,97.9337612447619
"195",2020-09-17,98.1321534556593
"196",2020-09-18,98.0439240350193
"197",2020-09-19,97.7769329747316
"198",2020-09-20,97.7350982354712
"199",2020-09-21,97.8632339818461
"200",2020-09-22,97.6272642006444
"201",2020-09-23,98.3362967054997
"202",2020-09-24,99.0541599062594
"203",2020-09-25,100.872965587298
"204",2020-09-26,101.682005671738
"205",2020-09-27,102.155532915193
"206",2020-09-28,102.952953770413
"207",2020-09-29,103.51197234008
"208",2020-09-30,104.090036430686
"209",2020-10-01,104.481161726267
"210",2020-10-02,102.893713097548
"211",2020-10-03,102.326518167828
"212",2020-10-04,101.635374456122
"213",2020-10-05,101.286669749246
"214",2020-10-06,101.652992856496
"215",2020-10-07,100.470994753687
"216",2020-10-08,99.2062432342134
"217",2020-10-09,98.9311632437432
"218",2020-10-10,98.6701122953393
"219",2020-10-11,98.4327492819169
"220",2020-10-12,97.7578786209648
"221",2020-10-13,96.8221848512858
"222",2020-10-14,96.0518905838078
"223",2020-10-15,95.7489167018745
"224",2020-10-16,95.3845757941669
"225",2020-10-17,95.7341907155061
"226",2020-10-18,96.0166195050087
"227",2020-10-19,97.1759528390338
"228",2020-10-20,99.5988121448785
"229",2020-10-21,103.052738376163
"230",2020-10-22,101.994671897715
"231",2020-10-23,101.403539140736
"232",2020-10-24,99.2030996750529
"233",2020-10-25,97.7492606149193
"234",2020-10-26,92.236692749283
"235",2020-10-27,89.4136707730222
"236",2020-10-28,86.4763022110304
"237",2020-10-29,87.852669958067
"238",2020-10-30,89.167852965234
"239",2020-10-31,89.2371874897509
"240",2020-11-01,89.9172629629366
"241",2020-11-02,94.0075127647959
"242",2020-11-03,95.0466215705108
"243",2020-11-04,94.5372563891121
"244",2020-11-05,93.8241703127137
"245",2020-11-06,92.6067844974388
"246",2020-11-07,92.8596588720003
"247",2020-11-08,92.7361684643725
"248",2020-11-09,92.6336096821537
"249",2020-11-10,91.9051271173202
"250",2020-11-11,92.0247906571285
"251",2020-11-12,92.188703298908
"252",2020-11-13,92.4526931067765
"253",2020-11-14,92.8810923398585
"254",2020-11-15,93.0785523959651
"255",2020-11-16,93.1214626171326
"256",2020-11-17,93.1874049048228
"257",2020-11-18,93.4657899772736
"258",2020-11-19,93.5089016868667
"259",2020-11-20,93.8961695346453
"260",2020-11-21,94.2231233292436
"261",2020-11-22,94.999343601852
"262",2020-11-23,96.0425722405024
"263",2020-11-24,97.2244845921601
"264",2020-11-25,99.0593421377489
"265",2020-11-26,101.906711142726
"266",2020-11-27,107.794604645317
"267",2020-11-28,110.097236300772
"268",2020-11-29,111.747126011013
"269",2020-11-30,114.655531228098
"270",2020-12-01,119.72829135836
"271",2020-12-02,122.907773849186
"272",2020-12-03,124.479314111235
"273",2020-12-04,122.504695997459
"274",2020-12-05,124.430383388356
"275",2020-12-06,125.481321743704
"276",2020-12-07,125.353570137836
"277",2020-12-08,123.546478821726
"278",2020-12-09,122.793123145536
"279",2020-12-10,123.526283799042
"280",2020-12-11,124.253353152634
"281",2020-12-12,124.350781247055
"282",2020-12-13,124.298856385304
"283",2020-12-14,124.644868730579
"284",2020-12-15,124.822051063499
"285",2020-12-16,125.05205093023
"286",2020-12-17,125.107338438721
"287",2020-12-18,126.610912925921
"288",2020-12-19,127.644199883116
"289",2020-12-20,128.814657967104
"290",2020-12-21,132.512151648566
"291",2020-12-22,139.05353500776
"292",2020-12-23,147.233254400489
"293",2020-12-24,144.816681083623
"294",2020-12-25,124.211081117574
"295",2020-12-26,111.235673168145
"296",2020-12-27,104.934041192726
"297",2020-12-28,93.13190657758
"298",2020-12-29,78.9985933294595
"299",2020-12-30,65.9357743830335
"300",2020-12-31,61.7979669745152
"301",2021-01-01,64.4593889035902
"302",2021-01-02,67.7434420913106
"303",2021-01-03,67.589715675554
"304",2021-01-04,70.8308545816728
"305",2021-01-05,73.7910127249127
"306",2021-01-06,73.7030760652915
"307",2021-01-07,73.3247931424594
"308",2021-01-08,82.4161558003378
"309",2021-01-09,83.8814199021587
"310",2021-01-10,84.4088588331332
"311",2021-01-11,83.7872314513825
"312",2021-01-12,82.1260717966528
"313",2021-01-13,80.5387840533621
"314",2021-01-14,80.0239402332667
"315",2021-01-15,79.6085121020736
"316",2021-01-16,79.9341561430231
"317",2021-01-17,79.6679816073708
"318",2021-01-18,79.3750524792605
"319",2021-01-19,79.5778960589721
"320",2021-01-20,80.0850669541294
"321",2021-01-21,80.542308756445
"322",2021-01-22,81.4665453561593
"323",2021-01-23,82.2262228187641
"324",2021-01-24,82.5847592681358
"325",2021-01-25,83.4151715974958
"326",2021-01-26,84.4102210091062
"327",2021-01-27,85.5639866381997
"328",2021-01-28,87.2999948545161
"329",2021-01-29,89.3067144633589
"330",2021-01-30,90.1122989285682
"331",2021-01-31,91.259616820252
"332",2021-02-01,92.2543629036082
"333",2021-02-02,92.9764295471407
"334",2021-02-03,92.7372768122871
"335",2021-02-04,91.752049136518
"336",2021-02-05,90.5074169877833
"337",2021-02-06,90.1667437698075
"338",2021-02-07,89.339035280131
"339",2021-02-08,88.2678506519761
"340",2021-02-09,87.1478349044959
"341",2021-02-10,86.7591793361902
"342",2021-02-11,85.9081703323873
"343",2021-02-12,85.1775554729069
"344",2021-02-13,85.097276863822
"345",2021-02-14,84.77633223762
"346",2021-02-15,84.3139881541862
"347",2021-02-16,84.0579610698091
"348",2021-02-17,83.6527073735475
"349",2021-02-18,84.1715361965351
"350",2021-02-19,84.3615754163675
"351",2021-02-20,84.1815982090519
"352",2021-02-21,84.3980186391149
"353",2021-02-22,84.8457420905399
"354",2021-02-23,85.3271657148023
"355",2021-02-24,86.4534483211238
"356",2021-02-25,88.1685909985712
"357",2021-02-26,91.1234565494979
"358",2021-02-27,92.3448946746433
"359",2021-02-28,93.95055819
"360",2021-03-01,95.829022046348
"361",2021-03-02,97.5809535488931
"362",2021-03-03,98.0629292976238
"363",2021-03-04,97.4427722627831
"364",2021-03-05,95.6629440189189
"365",2021-03-06,95.1614366284046
"366",2021-03-07,94.1982487132909
"367",2021-03-08,92.889977408692
"368",2021-03-09,91.6706017357688
"369",2021-03-10,91.117845476199
"370",2021-03-11,91.0837136553951
"371",2021-03-12,91.3460802259056
"372",2021-03-13,92.7125498133621
"373",2021-03-14,92.7057625045312
"374",2021-03-15,92.2711753173371
"375",2021-03-16,93.0778337860783
"376",2021-03-17,88.8276910524742
"377",2021-03-18,88.0307553793517
"378",2021-03-19,87.3416795930169
"379",2021-03-20,85.485743475494
"380",2021-03-21,85.2712611124318
"381",2021-03-22,85.559932854883
"382",2021-03-23,84.7487425766301
"383",2021-03-24,89.4964551441374
"384",2021-03-25,91.3042545173519
"385",2021-03-26,92.9452998469117
"386",2021-03-27,94.2688983633689
"387",2021-03-28,94.97461111297
"388",2021-03-29,95.983292078407
"389",2021-03-30,97.2415787073279
"390",2021-03-31,98.8561960887502
"391",2021-04-01,101.247906653644
"392",2021-04-02,98.7682942497436
"393",2021-04-03,98.3548439830493
"394",2021-04-04,95.9401977724544
"395",2021-04-05,91.4965245181207
"396",2021-04-06,91.0502951772743
"397",2021-04-07,89.9089387892098
"398",2021-04-08,87.2046912718128
"399",2021-04-09,88.367045475225
"400",2021-04-10,88.1481567194859
"401",2021-04-11,90.1196156296206
"402",2021-04-12,93.8304087101046
"403",2021-04-13,93.3711870234937
"404",2021-04-14,92.6659625292721
"405",2021-04-15,92.1654354450667
"406",2021-04-16,92.5009061869759
"407",2021-04-17,92.5410504520426
"408",2021-04-18,93.1059868049036
"409",2021-04-19,93.4133536417829
"410",2021-04-20,93.6164165985535
"411",2021-04-21,93.5303820100581
"412",2021-04-22,93.629825671786
"413",2021-04-23,94.7139198889086
"414",2021-04-24,95.1414832632886
"415",2021-04-25,95.140759519987
"416",2021-04-26,95.5602530797554
"417",2021-04-27,95.9565300698695
"418",2021-04-28,97.6695061387637
"419",2021-04-29,99.2807501667086
"420",2021-04-30,101.362927315527
"421",2021-05-01,103.385593792221
"422",2021-05-02,103.653335585966
"423",2021-05-03,100.589278825381
"424",2021-05-04,101.010514104536
"425",2021-05-05,100.410288119343
"426",2021-05-06,99.4204161417291
"427",2021-05-07,96.8678467086821
"428",2021-05-08,95.1466916636134
"429",2021-05-09,95.1239752218335
"430",2021-05-10,98.7400111111153
"431",2021-05-11,98.4091510704491
"432",2021-05-12,98.2887173810975
"433",2021-05-13,98.4312161822057
"434",2021-05-14,98.8691920532066
"435",2021-05-15,99.3682023764729
"436",2021-05-16,99.3512033181301
"437",2021-05-17,99.8753255678604
"438",2021-05-18,100.405823909706
"439",2021-05-19,101.247461109353
"440",2021-05-20,101.706507682633
"441",2021-05-21,102.491172335767
"442",2021-05-22,103.600309331633
"443",2021-05-23,104.488633589013
"444",2021-05-24,104.236223941096
"445",2021-05-25,104.561164182805
"446",2021-05-26,104.443142695187
"447",2021-05-27,105.350236483431
"448",2021-05-28,107.30634457019
"449",2021-05-29,107.845911502452
"450",2021-05-30,107.596883750857
"451",2021-05-31,108.793265710533
"452",2021-06-01,110.51014255526
"453",2021-06-02,111.746403515937
"454",2021-06-03,113.07687529384
"455",2021-06-04,112.718915866464
"456",2021-06-05,112.939964952344
"457",2021-06-06,112.858207614071
"458",2021-06-07,108.711967577462
"459",2021-06-08,106.834213197488
"460",2021-06-09,105.867134430503
"461",2021-06-10,104.603640426282
"462",2021-06-11,103.466179522421
"463",2021-06-12,102.718524834816
"464",2021-06-13,102.807706071665
"465",2021-06-14,105.933564577871
"466",2021-06-15,106.052703540643
"467",2021-06-16,106.177581333323
"468",2021-06-17,106.262747896966
"469",2021-06-18,106.400133389535
"470",2021-06-19,107.028413192704
"471",2021-06-20,107.661113082157
"472",2021-06-21,107.74067566095
"473",2021-06-22,107.623496993193
"474",2021-06-23,107.667449068101
"475",2021-06-24,107.764883842215
"476",2021-06-25,109.217510413397
"477",2021-06-26,109.469504112543
"478",2021-06-27,109.7772751001
"479",2021-06-28,110.877468843412
"480",2021-06-29,111.570158537557
"481",2021-06-30,113.194534580832
"482",2021-07-01,114.578008213487
"483",2021-07-02,113.553140772905
"484",2021-07-03,113.129870086587
"485",2021-07-04,112.821447417622
"486",2021-07-05,112.384336469954
"487",2021-07-06,112.551599580982
"488",2021-07-07,111.314514708051
"489",2021-07-08,109.841936900909
"490",2021-07-09,109.549836389322
"491",2021-07-10,109.365877265393
"492",2021-07-11,109.389897135428
"493",2021-07-12,108.98834486066
"494",2021-07-13,108.143075430491
"495",2021-07-14,107.795007115032
"496",2021-07-15,107.747182705706
"497",2021-07-16,107.277185038124
"498",2021-07-17,106.454593120976
"499",2021-07-18,105.988216397661
"500",2021-07-19,106.111463046353
"501",2021-07-20,106.135398938973
"502",2021-07-21,106.153547644725
"503",2021-07-22,106.173514946504
"504",2021-07-23,107.005391242868
"505",2021-07-24,108.121237231093
"506",2021-07-25,108.714403770972
"507",2021-07-26,109.388423019467
"508",2021-07-27,110.234882767047
"509",2021-07-28,111.471207586952
"510",2021-07-29,112.976930862197
"511",2021-07-30,114.562864596491
"512",2021-07-31,115.655523643245
"513",2021-08-01,116.904862053093
"514",2021-08-02,113.773170879862
"515",2021-08-03,114.249005281906
"516",2021-08-04,113.994995445123
"517",2021-08-05,113.121441284468
"518",2021-08-06,111.465029559715
"519",2021-08-07,110.10073069643
"520",2021-08-08,108.981236243845
"521",2021-08-09,112.006469545588
"522",2021-08-10,111.165929785712
"523",2021-08-11,110.87937158179
"524",2021-08-12,110.689356114791
"525",2021-08-13,110.467345209858
"526",2021-08-14,110.550063124672
"527",2021-08-15,110.599636987235
"528",2021-08-16,110.394446499024
"529",2021-08-17,110.387827999956
"530",2021-08-18,109.854279494705
"531",2021-08-19,109.804426836358
"532",2021-08-20,109.955487045848
"533",2021-08-21,110.322542306803
"534",2021-08-22,110.236085812783
"535",2021-08-23,110.224495932127
"536",2021-08-24,110.393697473643
"537",2021-08-25,111.423130792256
"538",2021-08-26,112.019094839684
"539",2021-08-27,113.283775415291
"540",2021-08-28,113.705392420744
"541",2021-08-29,114.64537377577
"542",2021-08-30,115.757833411706
"543",2021-08-31,117.09333391679
"544",2021-09-01,117.601882218806
"545",2021-09-02,117.593155156412
"546",2021-09-03,117.041540779475
"547",2021-09-04,117.009927024586
"548",2021-09-05,116.93691208279
"549",2021-09-06,115.923793827952
"550",2021-09-07,115.109135324053
"551",2021-09-08,114.1693126193
"552",2021-09-09,114.164600117222
"553",2021-09-10,114.205104006907
"554",2021-09-11,113.840692859449
"555",2021-09-12,113.701361480871
"556",2021-09-13,113.596971415981
"557",2021-09-14,112.317590830789
"558",2021-09-15,112.133361907946
"559",2021-09-16,111.854945874321
"560",2021-09-17,111.842081547125
"561",2021-09-18,112.243553365733
"562",2021-09-19,112.240428737879
"563",2021-09-20,112.387397230064
"564",2021-09-21,112.779868641234
"565",2021-09-22,112.491586540674
"566",2021-09-23,112.496440340884
"567",2021-09-24,113.461772993246
"568",2021-09-25,114.880808874062
"569",2021-09-26,115.21975384319
"570",2021-09-27,115.883942036947
"571",2021-09-28,116.987864278633
"572",2021-09-29,118.027369676027
"573",2021-09-30,120.190094797199
"574",2021-10-01,121.009015737706
"575",2021-10-02,120.678318566186
"576",2021-10-03,120.782752620643
"577",2021-10-04,120.350622545568
"578",2021-10-05,120.178403269439
"579",2021-10-06,119.519211137422
"580",2021-10-07,117.212644589435
"581",2021-10-08,115.358902461447
"582",2021-10-09,114.437289642582
"583",2021-10-10,113.769334282766
"584",2021-10-11,113.211703994991
"585",2021-10-12,112.247399052866
"586",2021-10-13,111.374496010012
"587",2021-10-14,110.892552692764
"588",2021-10-15,110.659192826339
"589",2021-10-16,110.545500638815
"590",2021-10-17,110.514298146358
"591",2021-10-18,110.403340285724
"592",2021-10-19,110.251887048893
"593",2021-10-20,110.674997409578
"594",2021-10-21,111.271955433526
"595",2021-10-22,112.328903345856
"596",2021-10-23,112.913843457845
"597",2021-10-24,113.458231143182
"598",2021-10-25,110.807742053711
"599",2021-10-26,111.964390279687
"600",2021-10-27,113.487439467799
"601",2021-10-28,115.641212351651
"602",2021-10-29,117.231150692942
"603",2021-10-30,117.735946407659
"604",2021-10-31,118.00462380512
"605",2021-11-01,122.698977159842
"606",2021-11-02,123.42761583194
"607",2021-11-03,122.978255622644
"608",2021-11-04,121.244608332838
"609",2021-11-05,119.797832718339
"610",2021-11-06,119.409957582767
"611",2021-11-07,119.298363848607
"612",2021-11-08,117.924055662478
"613",2021-11-09,116.629603082502
"614",2021-11-10,116.026386588602
"615",2021-11-11,116.05916353315
"616",2021-11-12,115.26110758292
"617",2021-11-13,115.154615084908
"618",2021-11-14,115.14539814825
"619",2021-11-15,115.089260138708
"620",2021-11-16,114.90355901415
"621",2021-11-17,115.101624806618
"622",2021-11-18,115.050513873998
"623",2021-11-19,115.702827400276
"624",2021-11-20,116.047956030469
"625",2021-11-21,116.119962807645
"626",2021-11-22,116.599929074454
"627",2021-11-23,117.086180198097
"628",2021-11-24,117.792535794038
"629",2021-11-25,121.329125236886
"630",2021-11-26,126.842915378848
"631",2021-11-27,129.46185128979
"632",2021-11-28,131.725358987333
"633",2021-11-29,134.447569523439
"634",2021-11-30,136.825453491368
"635",2021-12-01,138.576461510151
"636",2021-12-02,136.751436991588
"637",2021-12-03,132.347355365878
"638",2021-12-04,131.148892724493
"639",2021-12-05,129.819406794846
"640",2021-12-06,128.775738771465
"641",2021-12-07,124.845497467302
"642",2021-12-08,124.260608112139
"643",2021-12-09,125.420181291899
"644",2021-12-10,126.895798188413
"645",2021-12-11,127.593725587524
"646",2021-12-12,128.11933952206
"647",2021-12-13,129.147995770307
"648",2021-12-14,133.512613360221
"649",2021-12-15,135.237054563751
"650",2021-12-16,136.191919132398
"651",2021-12-17,137.681761967408
"652",2021-12-18,139.261921484065
"653",2021-12-19,140.28756793167
"654",2021-12-20,142.859586191707
"655",2021-12-21,147.071859901937
"656",2021-12-22,153.079012772369
"657",2021-12-23,159.774338975416
"658",2021-12-24,154.385007738988
"659",2021-12-25,137.431651055296
"660",2021-12-26,129.972176798701
"661",2021-12-27,118.657861195231
"662",2021-12-28,106.190903844841
"663",2021-12-29,92.4989324974477
"664",2021-12-30,77.5865056808869
"665",2021-12-31,72.6099005908285
"666",2022-01-01,76.7951204863284
"667",2022-01-02,79.5322805895514
"668",2022-01-03,80.450498972291
"669",2022-01-04,84.2836213821627
"670",2022-01-05,87.0812324249338
"671",2022-01-06,88.948607570893
"672",2022-01-07,91.6954300333251
"673",2022-01-08,97.9598859424622
"674",2022-01-09,98.5162387351218
"675",2022-01-10,102.415201325058
"676",2022-01-11,102.315521443111
"677",2022-01-12,101.990787866046
"678",2022-01-13,102.512398781096
"679",2022-01-14,103.592772574772
"680",2022-01-15,104.664329083697
"681",2022-01-16,104.747146242163
"682",2022-01-17,104.393232029262
"683",2022-01-18,104.333842917154
"684",2022-01-19,104.229555598121
"685",2022-01-20,104.844122448522
"686",2022-01-21,105.958538489185
"687",2022-01-22,106.886978227571
"688",2022-01-23,107.821523059336
